Provider_ID,Provider_Name,Hospital_CCN,Affiliation_Status
PRV000157,Provider Name 157,761217,Active
PRV000978,Provider Name 978,168851,Active
PRV000866,Provider Name 866,784462,Active
PRV000960,Provider Name 960,605620,Active
PRV000667,Provider Name 667,761217,Active
PRV000690,Provider Name 690,268190,Active
PRV000151,Provider Name 151,841419,Active
PRV000229,Provider Name 229,177564,Active
PRV000130,Provider Name 130,562186,Active
PRV001263,Provider Name 1263,403468,Active
PRV000788,Provider Name 788,420366,Active
PRV000797,Provider Name 797,367120,Active
PRV001231,Provider Name 1231,565176,Active
PRV000345,Provider Name 345,840952,Active
PRV000645,Provider Name 645,967381,Active
PRV000880,Provider Name 880,573028,Active
PRV000146,Provider Name 146,754242,Active
PRV000509,Provider Name 509,748281,Active
PRV000355,Provider Name 355,367120,Active
PRV000003,Provider Name 3,271376,Active
PRV000497,Provider Name 497,664264,Active
PRV000514,Provider Name 514,542894,Active
PRV000317,Provider Name 317,542894,Active
PRV000488,Provider Name 488,250848,Active
PRV001208,Provider Name 1208,977429,Active
PRV000276,Provider Name 276,748281,Active
PRV000506,Provider Name 506,377558,Active
PRV000023,Provider Name 23,306744,Active
PRV000411,Provider Name 411,491226,Active
PRV000017,Provider Name 17,487479,Active
PRV000721,Provider Name 721,824786,Active
PRV000358,Provider Name 358,619251,Active
PRV001015,Provider Name 1015,799747,Active
PRV001259,Provider Name 1259,921503,Active
PRV001232,Provider Name 1232,144794,Active
PRV001123,Provider Name 1123,239289,Active
PRV000286,Provider Name 286,690008,Active
PRV000772,Provider Name 772,737608,Active
PRV000987,Provider Name 987,893075,Active
PRV000460,Provider Name 460,657675,Active
PRV001082,Provider Name 1082,491803,Active
PRV001177,Provider Name 1177,535281,Active
PRV001026,Provider Name 1026,961023,Active
PRV000593,Provider Name 593,340983,Active
PRV000978,Provider Name 978,461113,Active
PRV000631,Provider Name 631,451012,Active
PRV000928,Provider Name 928,420354,Active
PRV000157,Provider Name 157,532788,Active
PRV000064,Provider Name 64,297361,Active
PRV001083,Provider Name 1083,971841,Active
PRV000285,Provider Name 285,775717,Active
PRV000804,Provider Name 804,155106,Active
PRV001172,Provider Name 1172,664264,Active
PRV000615,Provider Name 615,690008,Active
PRV000203,Provider Name 203,301533,Active
PRV000523,Provider Name 523,775627,Active
PRV000190,Provider Name 190,367364,Active
PRV000709,Provider Name 709,693002,Active
PRV000165,Provider Name 165,608720,Active
PRV000347,Provider Name 347,599440,Active
PRV000139,Provider Name 139,599819,Active
PRV000037,Provider Name 37,729591,Active
PRV000889,Provider Name 889,185620,Active
PRV000457,Provider Name 457,420354,Active
PRV000202,Provider Name 202,573028,Active
PRV000454,Provider Name 454,513462,Active
PRV001221,Provider Name 1221,487479,Active
PRV000586,Provider Name 586,463200,Active
PRV000718,Provider Name 718,173952,Active
PRV000830,Provider Name 830,214549,Active
PRV001079,Provider Name 1079,420366,Active
PRV000342,Provider Name 342,866150,Active
PRV001228,Provider Name 1228,754242,Active
PRV001041,Provider Name 1041,521605,Active
PRV000566,Provider Name 566,906264,Active
PRV001236,Provider Name 1236,605620,Active
PRV000646,Provider Name 646,265010,Active
PRV000443,Provider Name 443,948285,Active
PRV000801,Provider Name 801,921503,Active
PRV000281,Provider Name 281,751491,Active
PRV000627,Provider Name 627,367364,Active
PRV000650,Provider Name 650,711704,Active
PRV000412,Provider Name 412,711420,Active
PRV000016,Provider Name 16,604607,Active
PRV000334,Provider Name 334,838464,Active
PRV000588,Provider Name 588,287265,Active
PRV000938,Provider Name 938,361159,Active
PRV000949,Provider Name 949,766775,Active
PRV001257,Provider Name 1257,800467,Active
PRV000916,Provider Name 916,428790,Active
PRV000623,Provider Name 623,301533,Active
PRV000413,Provider Name 413,342869,Active
PRV001143,Provider Name 1143,711420,Active
PRV000926,Provider Name 926,895551,Active
PRV000916,Provider Name 916,293985,Active
PRV000942,Provider Name 942,894043,Active
PRV000867,Provider Name 867,428790,Active
PRV000856,Provider Name 856,730066,Active
PRV000915,Provider Name 915,898960,Active
PRV000591,Provider Name 591,163080,Active
PRV000947,Provider Name 947,509043,Active
PRV000160,Provider Name 160,817500,Active
PRV001131,Provider Name 1131,110927,Active
PRV000540,Provider Name 540,729591,Active
PRV000807,Provider Name 807,281722,Active
PRV000705,Provider Name 705,977429,Active
PRV000923,Provider Name 923,703989,Active
PRV001096,Provider Name 1096,662590,Active
PRV000375,Provider Name 375,948285,Active
PRV000156,Provider Name 156,642624,Active
PRV000651,Provider Name 651,174197,Active
PRV000300,Provider Name 300,272304,Active
PRV000955,Provider Name 955,156542,Active
PRV000488,Provider Name 488,334297,Active
PRV000603,Provider Name 603,662590,Active
PRV000931,Provider Name 931,895913,Active
PRV000272,Provider Name 272,577571,Active
PRV000123,Provider Name 123,376126,Active
PRV000608,Provider Name 608,642624,Active
PRV000890,Provider Name 890,893075,Active
PRV000500,Provider Name 500,766775,Active
PRV000119,Provider Name 119,239289,Active
PRV000389,Provider Name 389,775717,Active
PRV000957,Provider Name 957,902573,Active
PRV000299,Provider Name 299,312918,Active
PRV001094,Provider Name 1094,528245,Active
PRV000553,Provider Name 553,642023,Active
PRV000823,Provider Name 823,177988,Active
PRV000766,Provider Name 766,297361,Active
PRV000131,Provider Name 131,735991,Active
PRV001019,Provider Name 1019,599819,Active
PRV000105,Provider Name 105,721389,Active
PRV000237,Provider Name 237,156542,Active
PRV000419,Provider Name 419,163080,Active
PRV000876,Provider Name 876,994601,Active
PRV000840,Provider Name 840,389621,Active
PRV000124,Provider Name 124,605620,Active
PRV001033,Provider Name 1033,360506,Active
PRV000522,Provider Name 522,948073,Active
PRV000447,Provider Name 447,177564,Active
PRV000767,Provider Name 767,565176,Active
PRV000777,Provider Name 777,744995,Active
PRV001113,Provider Name 1113,906264,Active
PRV000278,Provider Name 278,591652,Active
PRV000790,Provider Name 790,878896,Active
PRV000929,Provider Name 929,374329,Active
PRV001002,Provider Name 1002,704846,Active
PRV000285,Provider Name 285,678159,Active
PRV000376,Provider Name 376,428790,Active
PRV000528,Provider Name 528,214549,Active
PRV000213,Provider Name 213,730066,Active
PRV000206,Provider Name 206,866680,Active
PRV000672,Provider Name 672,479798,Active
PRV000143,Provider Name 143,824786,Active
PRV000980,Provider Name 980,506533,Active
PRV000612,Provider Name 612,604607,Active
PRV001228,Provider Name 1228,110927,Active
PRV000066,Provider Name 66,420366,Active
PRV001204,Provider Name 1204,213458,Active
PRV001229,Provider Name 1229,226882,Active
PRV000580,Provider Name 580,407520,Active
PRV000480,Provider Name 480,214210,Active
PRV000886,Provider Name 886,926792,Active
PRV000755,Provider Name 755,372624,Active
PRV001039,Provider Name 1039,538143,Active
PRV001202,Provider Name 1202,447435,Active
PRV000581,Provider Name 581,491803,Active
PRV001160,Provider Name 1160,974968,Active
PRV001133,Provider Name 1133,288500,Active
PRV000548,Provider Name 548,861417,Active
PRV000901,Provider Name 901,686502,Active
PRV000419,Provider Name 419,185620,Active
PRV001038,Provider Name 1038,271376,Active
PRV000483,Provider Name 483,506533,Active
PRV000746,Provider Name 746,599819,Active
PRV001231,Provider Name 1231,601911,Active
PRV001057,Provider Name 1057,990355,Active
PRV000284,Provider Name 284,407520,Active
PRV000783,Provider Name 783,288500,Active
PRV000688,Provider Name 688,216641,Active
PRV000116,Provider Name 116,343413,Active
PRV000937,Provider Name 937,631224,Active
PRV000053,Provider Name 53,450142,Active
PRV000682,Provider Name 682,729591,Active
PRV000021,Provider Name 21,989546,Active
PRV000285,Provider Name 285,965434,Active
PRV000950,Provider Name 950,196597,Active
PRV000049,Provider Name 49,340983,Active
PRV000621,Provider Name 621,340983,Active
PRV000178,Provider Name 178,812123,Active
PRV000009,Provider Name 9,931349,Active
PRV000290,Provider Name 290,169790,Active
PRV000263,Provider Name 263,822182,Active
PRV000040,Provider Name 40,128507,Active
PRV000164,Provider Name 164,619520,Active
PRV000526,Provider Name 526,754242,Active
PRV000521,Provider Name 521,735645,Active
PRV000635,Provider Name 635,761217,Active
PRV000341,Provider Name 341,177564,Active
PRV000685,Provider Name 685,761217,Active
PRV001158,Provider Name 1158,565176,Active
PRV000405,Provider Name 405,451012,Active
PRV000716,Provider Name 716,461113,Active
PRV000099,Provider Name 99,591652,Active
PRV000531,Provider Name 531,756765,Active
PRV000500,Provider Name 500,664264,Active
PRV000406,Provider Name 406,226882,Active
PRV000162,Provider Name 162,599440,Active
PRV001217,Provider Name 1217,935133,Active
PRV000653,Provider Name 653,520009,Active
PRV000201,Provider Name 201,640135,Active
PRV000014,Provider Name 14,479798,Active
PRV000832,Provider Name 832,487479,Active
PRV000591,Provider Name 591,420366,Active
PRV000904,Provider Name 904,546061,Active
PRV000932,Provider Name 932,775717,Active
PRV000056,Provider Name 56,751491,Active
PRV001190,Provider Name 1190,859317,Active
PRV000919,Provider Name 919,926792,Active
PRV000703,Provider Name 703,216641,Active
PRV000750,Provider Name 750,711420,Active
PRV000394,Provider Name 394,196597,Active
PRV000970,Provider Name 970,487479,Active
PRV000976,Provider Name 976,268190,Active
PRV000512,Provider Name 512,672577,Active
PRV001242,Provider Name 1242,894043,Active
PRV001260,Provider Name 1260,775717,Active
PRV000419,Provider Name 419,337684,Active
PRV000656,Provider Name 656,621441,Active
PRV000938,Provider Name 938,180556,Active
PRV000442,Provider Name 442,712652,Active
PRV001167,Provider Name 1167,855670,Active
PRV000031,Provider Name 31,428790,Active
PRV000395,Provider Name 395,894043,Active
PRV000781,Provider Name 781,775627,Active
PRV000012,Provider Name 12,460218,Active
PRV000675,Provider Name 675,966377,Active
PRV000228,Provider Name 228,845788,Active
PRV000249,Provider Name 249,921503,Active
PRV000726,Provider Name 726,485541,Active
PRV001113,Provider Name 1113,466597,Active
PRV001202,Provider Name 1202,872351,Active
PRV000918,Provider Name 918,546793,Active
PRV000058,Provider Name 58,640853,Active
PRV000214,Provider Name 214,305979,Active
PRV000494,Provider Name 494,926792,Active
PRV001095,Provider Name 1095,497468,Active
PRV000189,Provider Name 189,604607,Active
PRV000800,Provider Name 800,215479,Active
PRV001111,Provider Name 1111,389249,Active
PRV000494,Provider Name 494,868802,Active
PRV001002,Provider Name 1002,965434,Active
PRV000543,Provider Name 543,429327,Active
PRV001144,Provider Name 1144,642624,Active
PRV000988,Provider Name 988,642624,Active
PRV001195,Provider Name 1195,420354,Active
PRV000627,Provider Name 627,704846,Active
PRV000485,Provider Name 485,271376,Active
PRV001126,Provider Name 1126,817500,Active
PRV000645,Provider Name 645,631224,Active
PRV001209,Provider Name 1209,578096,Active
PRV001101,Provider Name 1101,862557,Active
PRV000366,Provider Name 366,784462,Active
PRV001023,Provider Name 1023,940283,Active
PRV000135,Provider Name 135,360506,Active
PRV000748,Provider Name 748,196597,Active
PRV001165,Provider Name 1165,657675,Active
PRV000338,Provider Name 338,450142,Active
PRV000439,Provider Name 439,735991,Active
PRV001181,Provider Name 1181,272304,Active
PRV000813,Provider Name 813,120981,Active
PRV000214,Provider Name 214,215479,Active
PRV000088,Provider Name 88,290362,Active
PRV000314,Provider Name 314,878896,Active
PRV000946,Provider Name 946,267112,Active
PRV000480,Provider Name 480,573028,Active
PRV001091,Provider Name 1091,763164,Active
PRV001260,Provider Name 1260,214549,Active
PRV000475,Provider Name 475,215820,Active
PRV000556,Provider Name 556,965434,Active
PRV000108,Provider Name 108,437316,Active
PRV000506,Provider Name 506,886126,Active
PRV000563,Provider Name 563,665041,Active
PRV000958,Provider Name 958,562186,Active
PRV000968,Provider Name 968,226882,Active
PRV000920,Provider Name 920,528245,Active
PRV000692,Provider Name 692,485541,Active
PRV000569,Provider Name 569,982004,Active
PRV000347,Provider Name 347,501820,Active
PRV000331,Provider Name 331,377558,Active
PRV000995,Provider Name 995,420354,Active
PRV000338,Provider Name 338,349728,Active
PRV000436,Provider Name 436,340983,Active
PRV000869,Provider Name 869,578096,Active
PRV000143,Provider Name 143,120981,Active
PRV000683,Provider Name 683,799747,Active
PRV000219,Provider Name 219,128507,Active
PRV000799,Provider Name 799,460218,Active
PRV000121,Provider Name 121,940283,Active
PRV001108,Provider Name 1108,850027,Active
PRV001021,Provider Name 1021,549564,Active
PRV000383,Provider Name 383,290362,Active
PRV000434,Provider Name 434,775627,Active
PRV001173,Provider Name 1173,340983,Active
PRV001164,Provider Name 1164,268190,Active
PRV000568,Provider Name 568,523868,Active
PRV000846,Provider Name 846,272304,Active
PRV001231,Provider Name 1231,715093,Active
PRV000332,Provider Name 332,690415,Active
PRV000472,Provider Name 472,168851,Active
PRV000213,Provider Name 213,164611,Active
PRV001220,Provider Name 1220,678159,Active
PRV001151,Provider Name 1151,173952,Active
PRV001255,Provider Name 1255,608720,Active
PRV000545,Provider Name 545,554066,Active
PRV001111,Provider Name 1111,216641,Active
PRV001229,Provider Name 1229,341576,Active
PRV000585,Provider Name 585,868802,Active
PRV000385,Provider Name 385,817500,Active
PRV000508,Provider Name 508,287265,Active
PRV000048,Provider Name 48,118478,Active
PRV000597,Provider Name 597,686502,Active
PRV000532,Provider Name 532,174197,Active
PRV000850,Provider Name 850,693706,Active
PRV000017,Provider Name 17,447929,Active
PRV000534,Provider Name 534,665041,Active
PRV000338,Provider Name 338,532788,Active
PRV000135,Provider Name 135,428790,Active
PRV000847,Provider Name 847,952759,Active
PRV001001,Provider Name 1001,530146,Active
PRV001083,Provider Name 1083,712652,Active
PRV000591,Provider Name 591,601911,Active
PRV000301,Provider Name 301,886126,Active
PRV000508,Provider Name 508,994601,Active
PRV000721,Provider Name 721,591652,Active
PRV000067,Provider Name 67,775717,Active
PRV001016,Provider Name 1016,948073,Active
PRV000096,Provider Name 96,764083,Active
PRV000547,Provider Name 547,744995,Active
PRV000058,Provider Name 58,164611,Active
PRV000328,Provider Name 328,549564,Active
PRV000241,Provider Name 241,447929,Active
PRV000519,Provider Name 519,990355,Active
PRV000011,Provider Name 11,862557,Active
PRV000502,Provider Name 502,271376,Active
PRV000848,Provider Name 848,752547,Active
PRV000835,Provider Name 835,563895,Active
PRV000471,Provider Name 471,640135,Active
PRV000720,Provider Name 720,451012,Active
PRV000503,Provider Name 503,961023,Active
PRV000264,Provider Name 264,712652,Active
PRV001033,Provider Name 1033,530146,Active
PRV000500,Provider Name 500,518635,Active
PRV000010,Provider Name 10,174197,Active
PRV000751,Provider Name 751,214210,Active
PRV000561,Provider Name 561,735991,Active
PRV001242,Provider Name 1242,463200,Active
PRV001259,Provider Name 1259,665041,Active
PRV000103,Provider Name 103,334297,Active
PRV000645,Provider Name 645,961023,Active
PRV000202,Provider Name 202,990632,Active
PRV001201,Provider Name 1201,168989,Active
PRV000567,Provider Name 567,866680,Active
PRV000921,Provider Name 921,990355,Active
PRV000618,Provider Name 618,450142,Active
PRV000767,Provider Name 767,542894,Active
PRV000455,Provider Name 455,287265,Active
PRV000051,Provider Name 51,703989,Active
PRV000090,Provider Name 90,396893,Active
PRV000623,Provider Name 623,546061,Active
PRV000486,Provider Name 486,817500,Active
PRV000942,Provider Name 942,120981,Active
PRV000099,Provider Name 99,161807,Active
PRV000304,Provider Name 304,487479,Active
PRV000733,Provider Name 733,474138,Active
PRV000290,Provider Name 290,390226,Active
PRV000922,Provider Name 922,735645,Active
PRV000794,Provider Name 794,805621,Active
PRV000311,Provider Name 311,239289,Active
PRV000439,Provider Name 439,565176,Active
PRV001120,Provider Name 1120,450142,Active
PRV000269,Provider Name 269,461128,Active
PRV000681,Provider Name 681,267112,Active
PRV000153,Provider Name 153,142866,Active
PRV000301,Provider Name 301,693063,Active
PRV000946,Provider Name 946,521605,Active
PRV000091,Provider Name 91,562186,Active
PRV000862,Provider Name 862,374329,Active
PRV000726,Provider Name 726,965434,Active
PRV000539,Provider Name 539,800467,Active
PRV000527,Provider Name 527,665041,Active
PRV000328,Provider Name 328,349723,Active
PRV000641,Provider Name 641,730066,Active
PRV001200,Provider Name 1200,163080,Active
PRV000171,Provider Name 171,682278,Active
PRV000303,Provider Name 303,349723,Active
PRV001098,Provider Name 1098,780838,Active
PRV000901,Provider Name 901,487349,Active
PRV000725,Provider Name 725,729591,Active
PRV000452,Provider Name 452,721389,Active
PRV001217,Provider Name 1217,577200,Active
PRV000046,Provider Name 46,974968,Active
PRV000903,Provider Name 903,361159,Active
PRV000846,Provider Name 846,748281,Active
PRV000236,Provider Name 236,390226,Active
PRV000844,Provider Name 844,682278,Active
PRV000762,Provider Name 762,626897,Active
PRV000735,Provider Name 735,989546,Active
PRV000511,Provider Name 511,334297,Active
PRV000968,Provider Name 968,471583,Active
PRV000121,Provider Name 121,604607,Active
PRV000551,Provider Name 551,837737,Active
PRV000080,Provider Name 80,895913,Active
PRV000802,Provider Name 802,990355,Active
PRV000182,Provider Name 182,173952,Active
PRV000105,Provider Name 105,960295,Active
PRV000071,Provider Name 71,872351,Active
PRV000661,Provider Name 661,374329,Active
PRV000866,Provider Name 866,886126,Active
PRV001004,Provider Name 1004,295591,Active
PRV000052,Provider Name 52,717641,Active
PRV001002,Provider Name 1002,841419,Active
PRV000447,Provider Name 447,626897,Active
PRV001123,Provider Name 1123,532788,Active
PRV000320,Provider Name 320,730066,Active
PRV000750,Provider Name 750,735645,Active
PRV000612,Provider Name 612,164611,Active
PRV000718,Provider Name 718,247394,Active
PRV001157,Provider Name 1157,850027,Active
PRV000389,Provider Name 389,974968,Active
PRV000354,Provider Name 354,546872,Active
PRV000931,Provider Name 931,341478,Active
PRV000316,Provider Name 316,711420,Active
PRV000560,Provider Name 560,471789,Active
PRV000621,Provider Name 621,349723,Active
PRV001009,Provider Name 1009,528245,Active
PRV000506,Provider Name 506,166223,Active
PRV000843,Provider Name 843,663803,Active
PRV000227,Provider Name 227,619251,Active
PRV000955,Provider Name 955,513462,Active
PRV000526,Provider Name 526,809646,Active
PRV000455,Provider Name 455,989546,Active
PRV001200,Provider Name 1200,214549,Active
PRV001205,Provider Name 1205,872351,Active
PRV000729,Provider Name 729,565176,Active
PRV000224,Provider Name 224,513462,Active
PRV000494,Provider Name 494,562186,Active
PRV000160,Provider Name 160,599819,Active
PRV001034,Provider Name 1034,293985,Active
PRV000372,Provider Name 372,640135,Active
PRV000464,Provider Name 464,994601,Active
PRV000103,Provider Name 103,463200,Active
PRV000095,Provider Name 95,678159,Active
PRV000228,Provider Name 228,931349,Active
PRV000211,Provider Name 211,662590,Active
PRV000146,Provider Name 146,717641,Active
PRV000277,Provider Name 277,305979,Active
PRV000669,Provider Name 669,837737,Active
PRV001178,Provider Name 1178,990632,Active
PRV000626,Provider Name 626,977429,Active
PRV000017,Provider Name 17,551505,Active
PRV000907,Provider Name 907,961023,Active
PRV000958,Provider Name 958,686502,Active
PRV001062,Provider Name 1062,214210,Active
PRV000916,Provider Name 916,657675,Active
PRV001261,Provider Name 1261,599483,Active
PRV000328,Provider Name 328,334297,Active
PRV000437,Provider Name 437,756765,Active
PRV001020,Provider Name 1020,451012,Active
PRV000820,Provider Name 820,215479,Active
PRV000210,Provider Name 210,520009,Active
PRV000444,Provider Name 444,994601,Active
PRV000391,Provider Name 391,214210,Active
PRV000913,Provider Name 913,961023,Active
PRV000050,Provider Name 50,898960,Active
PRV000385,Provider Name 385,837737,Active
PRV000586,Provider Name 586,715093,Active
PRV000704,Provider Name 704,343413,Active
PRV000478,Provider Name 478,517824,Active
PRV000966,Provider Name 966,168989,Active
PRV000824,Provider Name 824,630647,Active
PRV000532,Provider Name 532,636505,Active
PRV001210,Provider Name 1210,149189,Active
PRV000825,Provider Name 825,934460,Active
PRV000112,Provider Name 112,460218,Active
PRV000035,Provider Name 35,535281,Active
PRV000339,Provider Name 339,822182,Active
PRV000221,Provider Name 221,546061,Active
PRV000293,Provider Name 293,226882,Active
PRV000605,Provider Name 605,577571,Active
PRV001263,Provider Name 1263,169790,Active
PRV000440,Provider Name 440,612947,Active
PRV000823,Provider Name 823,239289,Active
PRV001114,Provider Name 1114,542894,Active
PRV000949,Provider Name 949,531411,Active
PRV000072,Provider Name 72,621441,Active
PRV000743,Provider Name 743,715093,Active
PRV000043,Provider Name 43,448026,Active
PRV000021,Provider Name 21,128507,Active
PRV001112,Provider Name 1112,361159,Active
PRV000224,Provider Name 224,967381,Active
PRV000120,Provider Name 120,389621,Active
PRV000926,Provider Name 926,513462,Active
PRV001160,Provider Name 1160,100706,Active
PRV000710,Provider Name 710,460218,Active
PRV000224,Provider Name 224,578096,Active
PRV001032,Provider Name 1032,926792,Active
PRV000180,Provider Name 180,599483,Active
PRV000546,Provider Name 546,948073,Active
PRV000634,Provider Name 634,817500,Active
PRV000340,Provider Name 340,265010,Active
PRV001214,Provider Name 1214,517824,Active
PRV000902,Provider Name 902,312918,Active
PRV000072,Provider Name 72,662590,Active
PRV000370,Provider Name 370,549651,Active
PRV000216,Provider Name 216,487349,Active
PRV001229,Provider Name 1229,940283,Active
PRV000441,Provider Name 441,250848,Active
PRV000317,Provider Name 317,487479,Active
PRV000354,Provider Name 354,341576,Active
PRV000494,Provider Name 494,748281,Active
PRV000637,Provider Name 637,265010,Active
PRV000583,Provider Name 583,761217,Active
PRV000422,Provider Name 422,665041,Active
PRV000475,Provider Name 475,389741,Active
PRV000516,Provider Name 516,460218,Active
PRV001087,Provider Name 1087,775627,Active
PRV000475,Provider Name 475,105307,Active
PRV000613,Provider Name 613,902573,Active
PRV000760,Provider Name 760,960295,Active
PRV000097,Provider Name 97,764083,Active
PRV000653,Provider Name 653,554066,Active
PRV000139,Provider Name 139,578096,Active
PRV000486,Provider Name 486,987009,Active
PRV000567,Provider Name 567,886126,Active
PRV000886,Provider Name 886,805621,Active
PRV000464,Provider Name 464,752547,Active
PRV000115,Provider Name 115,775627,Active
PRV001017,Provider Name 1017,127443,Active
PRV001078,Provider Name 1078,100706,Active
PRV000738,Provider Name 738,630647,Active
PRV000227,Provider Name 227,376126,Active
PRV001099,Provider Name 1099,737608,Active
PRV000415,Provider Name 415,977429,Active
PRV001129,Provider Name 1129,538780,Active
PRV000143,Provider Name 143,672577,Active
PRV001072,Provider Name 1072,626897,Active
PRV000977,Provider Name 977,142866,Active
PRV001168,Provider Name 1168,771996,Active
PRV000735,Provider Name 735,960295,Active
PRV000089,Provider Name 89,940283,Active
PRV000400,Provider Name 400,305979,Active
PRV000373,Provider Name 373,360506,Active
PRV000549,Provider Name 549,703989,Active
PRV000267,Provider Name 267,931521,Active
PRV000107,Provider Name 107,458480,Active
PRV000191,Provider Name 191,226882,Active
PRV000530,Provider Name 530,509043,Active
PRV000995,Provider Name 995,403468,Active
PRV000340,Provider Name 340,301533,Active
PRV000332,Provider Name 332,420366,Active
PRV001120,Provider Name 1120,272304,Active
PRV000014,Provider Name 14,528245,Active
PRV001106,Provider Name 1106,926792,Active
PRV001128,Provider Name 1128,604607,Active
PRV000531,Provider Name 531,447929,Active
PRV000460,Provider Name 460,390226,Active
PRV000869,Provider Name 869,293985,Active
PRV000350,Provider Name 350,546793,Active
PRV000950,Provider Name 950,390226,Active
PRV000439,Provider Name 439,437316,Active
PRV000435,Provider Name 435,948285,Active
PRV000478,Provider Name 478,568959,Active
PRV000536,Provider Name 536,568959,Active
PRV000266,Provider Name 266,157651,Active
PRV000984,Provider Name 984,895913,Active
PRV000339,Provider Name 339,824786,Active
PRV001157,Provider Name 1157,215820,Active
PRV000187,Provider Name 187,577571,Active
PRV000342,Provider Name 342,337684,Active
PRV001095,Provider Name 1095,715093,Active
PRV000271,Provider Name 271,711704,Active
PRV000479,Provider Name 479,799747,Active
PRV000385,Provider Name 385,287265,Active
PRV000558,Provider Name 558,799747,Active
PRV000195,Provider Name 195,619520,Active
PRV000075,Provider Name 75,690345,Active
PRV000133,Provider Name 133,251323,Active
PRV001106,Provider Name 1106,693880,Active
PRV000606,Provider Name 606,518635,Active
PRV000461,Provider Name 461,591652,Active
PRV000372,Provider Name 372,157651,Active
PRV000634,Provider Name 634,142866,Active
PRV001133,Provider Name 1133,940283,Active
PRV000889,Provider Name 889,690415,Active
PRV000141,Provider Name 141,935133,Active
PRV001124,Provider Name 1124,802103,Active
PRV000542,Provider Name 542,963748,Active
PRV000226,Provider Name 226,532788,Active
PRV001161,Provider Name 1161,168989,Active
PRV000740,Provider Name 740,476884,Active
PRV000230,Provider Name 230,671932,Active
PRV000179,Provider Name 179,773360,Active
PRV000819,Provider Name 819,640853,Active
PRV000959,Provider Name 959,775717,Active
PRV001155,Provider Name 1155,965434,Active
PRV000641,Provider Name 641,897456,Active
PRV000946,Provider Name 946,751491,Active
PRV001134,Provider Name 1134,682278,Active
PRV000271,Provider Name 271,717641,Active
PRV000933,Provider Name 933,612947,Active
PRV001173,Provider Name 1173,166223,Active
PRV000985,Provider Name 985,664264,Active
PRV000044,Provider Name 44,712652,Active
PRV000339,Provider Name 339,663803,Active
PRV000848,Provider Name 848,485541,Active
PRV000529,Provider Name 529,859317,Active
PRV001262,Provider Name 1262,288500,Active
PRV000267,Provider Name 267,168851,Active
PRV001237,Provider Name 1237,281722,Active
PRV000943,Provider Name 943,367364,Active
PRV000579,Provider Name 579,272304,Active
PRV000567,Provider Name 567,546872,Active
PRV000178,Provider Name 178,461113,Active
PRV000645,Provider Name 645,878896,Active
PRV000657,Provider Name 657,857343,Active
PRV000015,Provider Name 15,994601,Active
PRV000291,Provider Name 291,870780,Active
PRV000181,Provider Name 181,780838,Active
PRV001051,Provider Name 1051,671932,Active
PRV000609,Provider Name 609,528245,Active
PRV000654,Provider Name 654,458480,Active
PRV000407,Provider Name 407,752547,Active
PRV000440,Provider Name 440,216641,Active
PRV000877,Provider Name 877,501820,Active
PRV000711,Provider Name 711,105307,Active
PRV000356,Provider Name 356,532788,Active
PRV000535,Provider Name 535,605620,Active
PRV000456,Provider Name 456,743427,Active
PRV000059,Provider Name 59,331915,Active
PRV001216,Provider Name 1216,921503,Active
PRV000003,Provider Name 3,546061,Active
PRV001153,Provider Name 1153,931349,Active
PRV000321,Provider Name 321,458480,Active
PRV001112,Provider Name 1112,866150,Active
PRV000664,Provider Name 664,861417,Active
PRV000797,Provider Name 797,693880,Active
PRV001007,Provider Name 1007,982004,Active
PRV000684,Provider Name 684,990632,Active
PRV000726,Provider Name 726,374329,Active
PRV000764,Provider Name 764,403468,Active
PRV000031,Provider Name 31,765848,Active
PRV001163,Provider Name 1163,166223,Active
PRV000260,Provider Name 260,729591,Active
PRV000636,Provider Name 636,931349,Active
PRV000170,Provider Name 170,626897,Active
PRV000301,Provider Name 301,568550,Active
PRV001144,Provider Name 1144,374329,Active
PRV000481,Provider Name 481,458016,Active
PRV001165,Provider Name 1165,312918,Active
PRV000819,Provider Name 819,327512,Active
PRV001018,Provider Name 1018,367364,Active
PRV000774,Provider Name 774,894043,Active
PRV000865,Provider Name 865,994601,Active
PRV000198,Provider Name 198,448026,Active
PRV000685,Provider Name 685,562186,Active
PRV001087,Provider Name 1087,859317,Active
PRV001043,Provider Name 1043,895551,Active
PRV001023,Provider Name 1023,605620,Active
PRV000487,Provider Name 487,466597,Active
PRV001242,Provider Name 1242,847801,Active
PRV000356,Provider Name 356,987009,Active
PRV000173,Provider Name 173,164611,Active
PRV000811,Provider Name 811,857343,Active
PRV001140,Provider Name 1140,591652,Active
PRV001094,Provider Name 1094,501820,Active
PRV000667,Provider Name 667,751491,Active
PRV001001,Provider Name 1001,111161,Active
PRV000511,Provider Name 511,621441,Active
PRV000369,Provider Name 369,111161,Active
PRV001154,Provider Name 1154,396893,Active
PRV001128,Provider Name 1128,301533,Active
PRV000011,Provider Name 11,721389,Active
PRV001022,Provider Name 1022,161807,Active
PRV000455,Provider Name 455,761217,Active
PRV001064,Provider Name 1064,678159,Active
PRV000406,Provider Name 406,967381,Active
PRV000957,Provider Name 957,870780,Active
PRV000263,Provider Name 263,301533,Active
PRV000778,Provider Name 778,711704,Active
PRV001173,Provider Name 1173,506533,Active
